dataset,status,subgroup,subgroup_value,score_decile,n,support_flag,mean_score_before,realized_rate,residual_before_actual_minus_predicted,mean_score_after_simple_update,residual_after_actual_minus_predicted,abs_residual_before,abs_residual_after,claim_boundary,max_abs_residual_before_all_bins,max_abs_residual_after_all_bins
Freddie Mac Sample,completed,credit_score_bucket,very_high,4,4813,sufficient_support,0.08197098522227181,0.05339704965717847,-0.028573935565093335,0.05339704965717847,0.0,0.028573935565093335,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,credit_score_bucket,very_high,5,3728,sufficient_support,0.09665475911503835,0.06330472103004292,-0.033350038084995426,0.06330472103004292,0.0,0.033350038084995426,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,credit_score_bucket,very_high,6,1672,sufficient_support,0.12013582536273837,0.08133971291866028,-0.03879611244407809,0.08133971291866028,0.0,0.03879611244407809,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,credit_score_bucket,very_high,7,812,sufficient_support,0.14834472640587598,0.10344827586206896,-0.04489645054380702,0.10344827586206898,-1.3877787807814457e-17,0.04489645054380702,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,credit_score_bucket,very_high,8,198,sufficient_support,0.18538180811695318,0.0707070707070707,-0.11467473740988247,0.07070707070707069,1.3877787807814457e-17,0.11467473740988247,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,credit_score_bucket,very_high,9,36,sufficient_support,0.279028475109172,0.027777777777777776,-0.2512506973313942,0.033241220604503206,-0.00546344282672543,0.2512506973313942,0.00546344282672543,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,0,1967,sufficient_support,0.038735890971403765,0.021860701576004067,-0.016875189395399698,0.02186070157600407,-3.469446951953614e-18,0.016875189395399698,3.469446951953614e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,1,942,sufficient_support,0.049457469026781276,0.021231422505307854,-0.02822604652147342,0.02123142250530785,3.469446951953614e-18,0.02822604652147342,3.469446951953614e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,2,1153,sufficient_support,0.059041439890689044,0.03555941023417172,-0.02348202965651732,0.03555941023417172,0.0,0.02348202965651732,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,3,1218,sufficient_support,0.06983809632918708,0.04597701149425287,-0.02386108483493421,0.04597701149425287,0.0,0.02386108483493421,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,4,704,sufficient_support,0.0811890470966436,0.041193181818181816,-0.03999586527846178,0.041193181818181816,0.0,0.03999586527846178,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,5,764,sufficient_support,0.09804713345791109,0.06806282722513089,-0.0299843062327802,0.06806282722513086,2.7755575615628914e-17,0.0299843062327802,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,6,1031,sufficient_support,0.12227599826751921,0.10863239573229874,-0.01364360253522047,0.10863239573229874,0.0,0.01364360253522047,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,7,882,sufficient_support,0.14929335965413607,0.0963718820861678,-0.052921477567968264,0.0963718820861678,0.0,0.052921477567968264,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,8,475,sufficient_support,0.19539263027627493,0.12631578947368421,-0.06907684080259072,0.12631578947368421,0.0,0.06907684080259072,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,low_cltv,9,1382,sufficient_support,0.28740657880948745,0.18958031837916064,-0.0978262604303268,0.18958031837916064,0.0,0.0978262604303268,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,0,1918,sufficient_support,0.04027337258707232,0.026590198123044837,-0.013683174464027486,0.026590198123044837,0.0,0.013683174464027486,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,1,2576,sufficient_support,0.05032604193401909,0.02872670807453416,-0.021599333859484933,0.028726708074534157,3.469446951953614e-18,0.021599333859484933,3.469446951953614e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,2,2385,sufficient_support,0.059594078763731566,0.0310272536687631,-0.028566825094968464,0.0310272536687631,0.0,0.028566825094968464,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,3,2184,sufficient_support,0.07082789266022767,0.04120879120879121,-0.02961910145143646,0.0412087912087912,6.938893903907228e-18,0.02961910145143646,6.938893903907228e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,4,2080,sufficient_support,0.08197824306650602,0.05721153846153846,-0.024766704604967556,0.057211538461538446,1.3877787807814457e-17,0.024766704604967556,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,5,1568,sufficient_support,0.09810470421969773,0.07142857142857142,-0.02667613279112631,0.07142857142857142,0.0,0.02667613279112631,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,6,1615,sufficient_support,0.12137382689798892,0.08359133126934984,-0.037782495628639085,0.08359133126934984,0.0,0.037782495628639085,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,7,1627,sufficient_support,0.15120339476505038,0.09711124769514444,-0.054092147069905935,0.09711124769514444,0.0,0.054092147069905935,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,8,1854,sufficient_support,0.19416368915982235,0.13160733549083065,-0.0625563536689917,0.13160733549083067,-2.7755575615628914e-17,0.0625563536689917,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,mid_cltv,9,1962,sufficient_support,0.27449681647940627,0.19215086646279306,-0.08234595001661321,0.19215086646279306,0.0,0.08234595001661321,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,0,1066,sufficient_support,0.040256216558255085,0.025328330206378986,-0.014927886351876099,0.025328330206378986,0.0,0.014927886351876099,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,1,1388,sufficient_support,0.050007789589175754,0.030979827089337175,-0.01902796249983858,0.030979827089337175,0.0,0.01902796249983858,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,2,1262,sufficient_support,0.058107047989548646,0.03882725832012678,-0.019279789669421864,0.03882725832012678,0.0,0.019279789669421864,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,3,1477,sufficient_support,0.07122683793240439,0.04197698036560596,-0.029249857566798432,0.041976980365605966,-6.938893903907228e-18,0.029249857566798432,6.938893903907228e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,4,1942,sufficient_support,0.08231340770405458,0.05509783728115345,-0.027215570422901132,0.05509783728115345,0.0,0.027215570422901132,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,5,2099,sufficient_support,0.09684592076553765,0.06955693187232015,-0.0272889888932175,0.06955693187232014,1.3877787807814457e-17,0.0272889888932175,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,6,1747,sufficient_support,0.12179078435818705,0.0864338866628506,-0.03535689769533645,0.0864338866628506,0.0,0.03535689769533645,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,7,1811,sufficient_support,0.15104937491590648,0.11761457758144671,-0.03343479733445977,0.11761457758144668,2.7755575615628914e-17,0.03343479733445977,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,8,1976,sufficient_support,0.19240048752635885,0.16346153846153846,-0.02893894906482039,0.16346153846153844,2.7755575615628914e-17,0.02893894906482039,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,high_cltv,9,1310,sufficient_support,0.2915711981325766,0.21450381679389313,-0.07706738133868346,0.21450381679389313,0.0,0.07706738133868346,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,0,59,sufficient_support,0.04240743677059249,0.05084745762711865,0.008440020856526155,0.05084745762711866,-1.3877787807814457e-17,0.008440020856526155,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,1,90,sufficient_support,0.050034130154644106,0.022222222222222223,-0.027811907932421883,0.022222222222222216,6.938893903907228e-18,0.027811907932421883,6.938893903907228e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,2,194,sufficient_support,0.05881805468844625,0.05154639175257732,-0.007271662935868936,0.05154639175257731,6.938893903907228e-18,0.007271662935868936,6.938893903907228e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,3,129,sufficient_support,0.07006725788208458,0.05426356589147287,-0.015803691990611712,0.05426356589147288,-1.3877787807814457e-17,0.015803691990611712,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,4,266,sufficient_support,0.08202716402386745,0.06390977443609022,-0.018117389587777227,0.06390977443609021,1.3877787807814457e-17,0.018117389587777227,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,5,569,sufficient_support,0.0978296004450027,0.05799648506151142,-0.03983311538349128,0.05799648506151142,0.0,0.03983311538349128,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,6,607,sufficient_support,0.12207608701320478,0.09555189456342669,-0.026524192449778092,0.09555189456342669,0.0,0.026524192449778092,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,7,695,sufficient_support,0.15097372563611447,0.1410071942446043,-0.009966531391510158,0.1410071942446043,0.0,0.009966531391510158,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,8,680,sufficient_support,0.18870641261684565,0.18676470588235294,-0.0019417067344927041,0.18676470588235297,-2.7755575615628914e-17,0.0019417067344927041,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,cltv_bucket,very_high_cltv,9,346,sufficient_support,0.28500738273047804,0.2658959537572254,-0.01911142897325263,0.2658959537572254,0.0,0.01911142897325263,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,0,3334,sufficient_support,0.03829720112455094,0.023395320935812838,-0.014901880188738104,0.023395320935812838,0.0,0.014901880188738104,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,1,1087,sufficient_support,0.049782711447502105,0.034958601655933765,-0.01482410979156834,0.034958601655933765,0.0,0.01482410979156834,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,2,1195,sufficient_support,0.059155945969026145,0.03598326359832636,-0.023172682370699783,0.03598326359832636,0.0,0.023172682370699783,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,3,964,sufficient_support,0.06972152667759929,0.044605809128630707,-0.02511571754896858,0.04460580912863069,1.3877787807814457e-17,0.02511571754896858,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,4,637,sufficient_support,0.08037975680346422,0.04866562009419152,-0.0317141367092727,0.04866562009419151,1.3877787807814457e-17,0.0317141367092727,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,5,733,sufficient_support,0.09873918481226297,0.058663028649386086,-0.04007615616287689,0.05866302864938609,-6.938893903907228e-18,0.04007615616287689,6.938893903907228e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,6,808,sufficient_support,0.12066883261417023,0.06930693069306931,-0.05136190192110092,0.06930693069306931,0.0,0.05136190192110092,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,7,739,sufficient_support,0.14957902111212762,0.07577807848443843,-0.07380094262768919,0.07577807848443846,-2.7755575615628914e-17,0.07380094262768919,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,8,374,sufficient_support,0.19425390206383092,0.14705882352941177,-0.04719507853441915,0.14705882352941174,2.7755575615628914e-17,0.04719507853441915,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,low_dti,9,646,sufficient_support,0.27295561881025976,0.17027863777089783,-0.10267698103936193,0.1702786377708978,2.7755575615628914e-17,0.10267698103936193,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,0,1390,sufficient_support,0.04268373169990832,0.025179856115107913,-0.017503875584800408,0.025179856115107913,0.0,0.017503875584800408,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,1,3436,sufficient_support,0.050143071894720455,0.024447031431897557,-0.025696040462822898,0.02444703143189756,-3.469446951953614e-18,0.025696040462822898,3.469446951953614e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,2,2032,sufficient_support,0.05791124285521172,0.03543307086614173,-0.02247817198906999,0.03543307086614173,0.0,0.02247817198906999,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,3,2594,sufficient_support,0.07114062048436319,0.04471858134155744,-0.026422039142805748,0.04471858134155744,0.0,0.026422039142805748,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,4,2108,sufficient_support,0.08201391495399092,0.05502846299810247,-0.026985451955888452,0.05502846299810246,6.938893903907228e-18,0.026985451955888452,6.938893903907228e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,5,2038,sufficient_support,0.09735459184831635,0.0647693817468106,-0.03258521010150575,0.0647693817468106,0.0,0.03258521010150575,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,6,1927,sufficient_support,0.12077294076824664,0.07991696938245978,-0.040855971385786866,0.07991696938245978,0.0,0.040855971385786866,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,7,1760,sufficient_support,0.15202513094288328,0.11079545454545454,-0.041229676397428736,0.11079545454545456,-1.3877787807814457e-17,0.041229676397428736,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,8,2062,sufficient_support,0.19357684827384927,0.13870029097963144,-0.05487655729421784,0.13870029097963144,0.0,0.05487655729421784,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,mid_dti,9,2321,sufficient_support,0.2893645741309752,0.1990521327014218,-0.09031244142955341,0.19905213270142177,2.7755575615628914e-17,0.09031244142955341,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,0,286,sufficient_support,0.04139767892026363,0.038461538461538464,-0.0029361404587251658,0.038461538461538464,0.0,0.0029361404587251658,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,1,473,sufficient_support,0.050184568996322974,0.035940803382663845,-0.014243765613659129,0.035940803382663845,0.0,0.014243765613659129,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,2,1767,sufficient_support,0.06031774437071689,0.03338992642897567,-0.02692781794174122,0.03338992642897568,-1.3877787807814457e-17,0.02692781794174122,1.3877787807814457e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,3,1450,sufficient_support,0.07051125071599551,0.038620689655172416,-0.031890561060823094,0.03862068965517242,-6.938893903907228e-18,0.031890561060823094,6.938893903907228e-18,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,4,2247,sufficient_support,0.08244613276331678,0.05562972852692479,-0.026816404236391984,0.05562972852692479,0.0,0.026816404236391984,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,5,2228,sufficient_support,0.09730632776146647,0.07540394973070018,-0.021902378030766292,0.07540394973070018,0.0,0.021902378030766292,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,6,2265,sufficient_support,0.12305699608484402,0.10860927152317881,-0.01444772456166521,0.10860927152317881,0.0,0.01444772456166521,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,7,2516,sufficient_support,0.15026180315029977,0.12042925278219396,-0.02983255036810581,0.12042925278219396,0.0,0.02983255036810581,0.0,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,8,2549,sufficient_support,0.1920314956855753,0.1620243232640251,-0.030007172421550182,0.16202432326402513,-2.7755575615628914e-17,0.030007172421550182,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
Freddie Mac Sample,completed,dti_bucket,high_dti,9,2031,sufficient_support,0.2795975999766967,0.21614967996061055,-0.06344792001608615,0.21614967996061057,-2.7755575615628914e-17,0.06344792001608615,2.7755575615628914e-17,This table supports subgroup-level reliability diagnostics. It is not legal fairness proof.,0.2512506973313942,0.00546344282672543
