date,asset,event_id,event_date,window_name,window_width_days,event_type,severity,weak_label,claim_boundary
2022-05-16,ETH,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-06,USDC,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-07,USDC,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-08,USDC,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-09,USDC,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-10,USDC,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-11,USDC,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-12,USDC,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-02,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-03,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-04,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-05,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-06,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-07,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-08,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-09,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-10,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-11,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-12,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-13,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-14,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-15,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-16,USDC,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-06,USDT,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-07,USDT,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-08,USDT,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-09,USDT,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-10,USDT,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-11,USDT,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-12,USDT,E001,2022-05-09,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-02,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-03,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-04,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-05,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-06,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-07,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-08,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-09,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-10,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-11,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-12,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-13,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-14,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-15,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-05-16,USDT,E001,2022-05-09,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-05,BNB,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-06,BNB,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-07,BNB,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-08,BNB,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-09,BNB,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-10,BNB,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-11,BNB,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-01,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-02,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-03,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-04,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-05,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-06,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-07,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-08,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-09,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-10,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-11,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-12,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-13,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-14,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-15,BNB,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-05,BTC,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-06,BTC,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-07,BTC,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-08,BTC,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-09,BTC,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-10,BTC,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-11,BTC,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-01,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-02,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-03,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-04,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-05,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-06,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-07,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-08,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-09,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-10,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-11,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-12,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-13,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-14,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-15,BTC,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-05,ETH,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-06,ETH,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-07,ETH,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-08,ETH,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-09,ETH,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-10,ETH,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-11,ETH,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-01,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-02,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-03,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-04,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-05,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-06,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-07,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-08,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-09,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-10,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-11,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-12,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-13,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-14,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-15,ETH,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-05,SOL,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-06,SOL,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-07,SOL,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-08,SOL,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-09,SOL,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-10,SOL,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-11,SOL,E002,2022-11-08,event_window_3d,3,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-01,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-02,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-03,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-04,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-05,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-06,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-07,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-08,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-09,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-10,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-11,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-12,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-13,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-14,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2022-11-15,SOL,E002,2022-11-08,event_window_7d,7,exchange_failure,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-08,BTC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-09,BTC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-10,BTC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-11,BTC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-12,BTC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-13,BTC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-14,BTC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-04,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-05,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-06,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-07,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-08,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-09,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-10,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-11,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-12,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-13,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-14,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-15,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-16,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-17,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-18,BTC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-08,ETH,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-09,ETH,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-10,ETH,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-11,ETH,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-12,ETH,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-13,ETH,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-14,ETH,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-04,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-05,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-06,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-07,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-08,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-09,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
